ANNEE,C_REGION,L_REGION,C_DEPT,N_DEPT,C_TYP_REG_DECHET,L_TYP_REG_DECHET,TONNAGE_DMA_T
2015,28,Normandie,50,Manche,07D,Déchets dangereux (y.c. DEEE),5266.47101
2015,28,Normandie,50,Manche,07E,Matériaux recyclables,69978.96966
2015,28,Normandie,50,Manche,07F,Déchets verts et biodéchets,73284.57001
2015,28,Normandie,50,Manche,07Z,Autres,1141.40698
2015,28,Normandie,61,Orne,07A,Ordures ménagères résiduelles,65198.9843
2015,28,Normandie,61,Orne,07B,Déblais et gravats,15652.82911
2015,28,Normandie,61,Orne,07C,Encombrants,22435.25463
2015,28,Normandie,61,Orne,07D,Déchets dangereux (y.c. DEEE),2816.15098
2015,28,Normandie,61,Orne,07E,Matériaux recyclables,32942.58311
2015,28,Normandie,61,Orne,07F,Déchets verts et biodéchets,34706.39474
2015,28,Normandie,61,Orne,07Z,Autres,6.34308
2015,28,Normandie,76,Seine-Maritime,07A,Ordures ménagères résiduelles,342378.03318
2015,28,Normandie,76,Seine-Maritime,07B,Déblais et gravats,76817.47195
2015,28,Normandie,76,Seine-Maritime,07C,Encombrants,88487.01497
2015,28,Normandie,76,Seine-Maritime,07D,Déchets dangereux (y.c. DEEE),9288.46089
2015,28,Normandie,76,Seine-Maritime,07E,Matériaux recyclables,115973.81168
2015,28,Normandie,76,Seine-Maritime,07F,Déchets verts et biodéchets,164184.19489
2015,28,Normandie,76,Seine-Maritime,07Z,Autres,247.76466
2015,75,Nouvelle-Aquitaine,16,Charente,07A,Ordures ménagères résiduelles,73169.94
2015,75,Nouvelle-Aquitaine,16,Charente,07B,Déblais et gravats,27330.07
2015,75,Nouvelle-Aquitaine,16,Charente,07C,Encombrants,18262.3
2015,75,Nouvelle-Aquitaine,16,Charente,07D,Déchets dangereux (y.c. DEEE),4464.89
2015,75,Nouvelle-Aquitaine,16,Charente,07E,Matériaux recyclables,50884.43
2015,75,Nouvelle-Aquitaine,16,Charente,07F,Déchets verts et biodéchets,34128.44
2015,75,Nouvelle-Aquitaine,16,Charente,07Z,Autres,37.46
2015,75,Nouvelle-Aquitaine,17,Charente-Maritime,07A,Ordures ménagères résiduelles,175782.4
2015,75,Nouvelle-Aquitaine,17,Charente-Maritime,07B,Déblais et gravats,46896.31
2015,75,Nouvelle-Aquitaine,17,Charente-Maritime,07C,Encombrants,48545.73
2015,75,Nouvelle-Aquitaine,17,Charente-Maritime,07D,Déchets dangereux (y.c. DEEE),7315.67
2015,75,Nouvelle-Aquitaine,17,Charente-Maritime,07E,Matériaux recyclables,102075.07
2015,75,Nouvelle-Aquitaine,17,Charente-Maritime,07F,Déchets verts et biodéchets,74860.42
2015,75,Nouvelle-Aquitaine,17,Charente-Maritime,07Z,Autres,106.9
2015,75,Nouvelle-Aquitaine,19,Corrèze,07A,Ordures ménagères résiduelles,56804.52849
2015,75,Nouvelle-Aquitaine,19,Corrèze,07B,Déblais et gravats,8469.53832
2015,75,Nouvelle-Aquitaine,19,Corrèze,07C,Encombrants,16979.77832
2015,75,Nouvelle-Aquitaine,19,Corrèze,07D,Déchets dangereux (y.c. DEEE),1583.00856
2015,75,Nouvelle-Aquitaine,19,Corrèze,07E,Matériaux recyclables,26720.61131
2015,75,Nouvelle-Aquitaine,19,Corrèze,07F,Déchets verts et biodéchets,16940.07939
2015,75,Nouvelle-Aquitaine,19,Corrèze,07Z,Autres,1.67949
2015,75,Nouvelle-Aquitaine,23,Creuse,07A,Ordures ménagères résiduelles,28005.01503
2015,75,Nouvelle-Aquitaine,23,Creuse,07B,Déblais et gravats,5412.60496
2015,75,Nouvelle-Aquitaine,23,Creuse,07C,Encombrants,5877.1075
2015,75,Nouvelle-Aquitaine,23,Creuse,07D,Déchets dangereux (y.c. DEEE),1096.19463
2015,75,Nouvelle-Aquitaine,23,Creuse,07E,Matériaux recyclables,15108.77051
2015,75,Nouvelle-Aquitaine,23,Creuse,07F,Déchets verts et biodéchets,6745.70986
2015,75,Nouvelle-Aquitaine,23,Creuse,07Z,Autres,5.15154
2015,75,Nouvelle-Aquitaine,24,Dordogne,07A,Ordures ménagères résiduelles,97068.5602
2015,75,Nouvelle-Aquitaine,24,Dordogne,07B,Déblais et gravats,21756.95024
2015,75,Nouvelle-Aquitaine,24,Dordogne,07C,Encombrants,18480.24272
2015,75,Nouvelle-Aquitaine,24,Dordogne,07D,Déchets dangereux (y.c. DEEE),3768.2005
2015,75,Nouvelle-Aquitaine,24,Dordogne,07E,Matériaux recyclables,59729.46379
2015,75,Nouvelle-Aquitaine,24,Dordogne,07F,Déchets verts et biodéchets,31118.21677
2015,75,Nouvelle-Aquitaine,24,Dordogne,07Z,Autres,94.94624
2015,75,Nouvelle-Aquitaine,33,Gironde,07A,Ordures ménagères résiduelles,377077.9658
2015,75,Nouvelle-Aquitaine,33,Gironde,07B,Déblais et gravats,75663.88564
2015,75,Nouvelle-Aquitaine,33,Gironde,07C,Encombrants,82960.69272
2015,75,Nouvelle-Aquitaine,33,Gironde,07D,Déchets dangereux (y.c. DEEE),8488.67157
2015,75,Nouvelle-Aquitaine,33,Gironde,07E,Matériaux recyclables,197206.97668
2015,75,Nouvelle-Aquitaine,33,Gironde,07F,Déchets verts et biodéchets,142997.37904
2015,75,Nouvelle-Aquitaine,33,Gironde,07Z,Autres,1194.88276
2015,75,Nouvelle-Aquitaine,40,Landes,07A,Ordures ménagères résiduelles,130013.51863
2015,75,Nouvelle-Aquitaine,40,Landes,07B,Déblais et gravats,88208.05905
2015,75,Nouvelle-Aquitaine,40,Landes,07C,Encombrants,27769.82201
2015,75,Nouvelle-Aquitaine,40,Landes,07D,Déchets dangereux (y.c. DEEE),4510.09412
2015,75,Nouvelle-Aquitaine,40,Landes,07E,Matériaux recyclables,66319.05603
2015,75,Nouvelle-Aquitaine,40,Landes,07F,Déchets verts et biodéchets,91943.80612
2015,75,Nouvelle-Aquitaine,40,Landes,07Z,Autres,44.073
2015,75,Nouvelle-Aquitaine,47,Lot-et-Garonne,07A,Ordures ménagères résiduelles,87166.00544
2015,75,Nouvelle-Aquitaine,47,Lot-et-Garonne,07B,Déblais et gravats,18495.7279
2015,75,Nouvelle-Aquitaine,47,Lot-et-Garonne,07C,Encombrants,17766.85843
2015,75,Nouvelle-Aquitaine,47,Lot-et-Garonne,07D,Déchets dangereux (y.c. DEEE),3144.00151
2015,75,Nouvelle-Aquitaine,47,Lot-et-Garonne,07E,Matériaux recyclables,38226.21166
2015,75,Nouvelle-Aquitaine,47,Lot-et-Garonne,07F,Déchets verts et biodéchets,31116.02508
2015,75,Nouvelle-Aquitaine,47,Lot-et-Garonne,07Z,Autres,18.0866
2015,75,Nouvelle-Aquitaine,64,Pyrénées-Atlantiques,07A,Ordures ménagères résiduelles,171100.38978
2015,75,Nouvelle-Aquitaine,64,Pyrénées-Atlantiques,07B,Déblais et gravats,34663.20721
2015,75,Nouvelle-Aquitaine,64,Pyrénées-Atlantiques,07C,Encombrants,33494.70583
2015,75,Nouvelle-Aquitaine,64,Pyrénées-Atlantiques,07D,Déchets dangereux (y.c. DEEE),5094.40615
2015,75,Nouvelle-Aquitaine,64,Pyrénées-Atlantiques,07E,Matériaux recyclables,84905.52136
2015,75,Nouvelle-Aquitaine,64,Pyrénées-Atlantiques,07F,Déchets verts et biodéchets,69634.75027
2015,75,Nouvelle-Aquitaine,64,Pyrénées-Atlantiques,07Z,Autres,42.93
2015,75,Nouvelle-Aquitaine,79,Deux-Sèvres,07A,Ordures ménagères résiduelles,72578.77551
2015,75,Nouvelle-Aquitaine,79,Deux-Sèvres,07B,Déblais et gravats,27410.2
2015,75,Nouvelle-Aquitaine,79,Deux-Sèvres,07C,Encombrants,16381.88
2015,75,Nouvelle-Aquitaine,79,Deux-Sèvres,07D,Déchets dangereux (y.c. DEEE),3577.44
2015,75,Nouvelle-Aquitaine,79,Deux-Sèvres,07E,Matériaux recyclables,50080.0519
2015,75,Nouvelle-Aquitaine,79,Deux-Sèvres,07F,Déchets verts et biodéchets,48580.39
2015,75,Nouvelle-Aquitaine,79,Deux-Sèvres,07Z,Autres,14.89
2015,75,Nouvelle-Aquitaine,86,Vienne,07A,Ordures ménagères résiduelles,91307.57
2015,75,Nouvelle-Aquitaine,86,Vienne,07B,Déblais et gravats,24236.85
2015,75,Nouvelle-Aquitaine,86,Vienne,07C,Encombrants,26696.18
2015,75,Nouvelle-Aquitaine,86,Vienne,07D,Déchets dangereux (y.c. DEEE),3727.95
2015,75,Nouvelle-Aquitaine,86,Vienne,07E,Matériaux recyclables,51941.77
2015,75,Nouvelle-Aquitaine,86,Vienne,07F,Déchets verts et biodéchets,42833.49
2015,75,Nouvelle-Aquitaine,86,Vienne,07Z,Autres,15.07
2015,75,Nouvelle-Aquitaine,87,Haute-Vienne,07A,Ordures ménagères résiduelles,84839.64173
2015,75,Nouvelle-Aquitaine,87,Haute-Vienne,07B,Déblais et gravats,12136.61
2015,75,Nouvelle-Aquitaine,87,Haute-Vienne,07C,Encombrants,19128.48101
2015,75,Nouvelle-Aquitaine,87,Haute-Vienne,07D,Déchets dangereux (y.c. DEEE),3268.58497
2015,75,Nouvelle-Aquitaine,87,Haute-Vienne,07E,Matériaux recyclables,42285.4596
2015,75,Nouvelle-Aquitaine,87,Haute-Vienne,07F,Déchets verts et biodéchets,27158.38999
2015,75,Nouvelle-Aquitaine,87,Haute-Vienne,07Z,Autres,53.28
2015,76,Occitanie,09,Ariège,07A,Ordures ménagères résiduelles,45542.78669
2015,76,Occitanie,09,Ariège,07B,Déblais et gravats,9685.70489
2015,76,Occitanie,09,Ariège,07C,Encombrants,12158.58364
2015,76,Occitanie,09,Ariège,07D,Déchets dangereux (y.c. DEEE),1655.85555
2015,76,Occitanie,09,Ariège,07E,Matériaux recyclables,18715.28361
2015,76,Occitanie,09,Ariège,07F,Déchets verts et biodéchets,20781.19164
2015,76,Occitanie,09,Ariège,07Z,Autres,6.9
2015,76,Occitanie,11,Aude,07A,Ordures ménagères résiduelles,124541.75473
2015,76,Occitanie,11,Aude,07B,Déblais et gravats,25523.65226
2015,76,Occitanie,11,Aude,07C,Encombrants,27415.2057
2015,76,Occitanie,11,Aude,07D,Déchets dangereux (y.c. DEEE),2235.75878
2015,76,Occitanie,11,Aude,07E,Matériaux recyclables,42327.80095
2015,76,Occitanie,11,Aude,07F,Déchets verts et biodéchets,25959.2701
2015,76,Occitanie,11,Aude,07Z,Autres,0.59712
2015,76,Occitanie,12,Aveyron,07A,Ordures ménagères résiduelles,63029.47155
2015,76,Occitanie,12,Aveyron,07B,Déblais et gravats,12636.87
2015,76,Occitanie,12,Aveyron,07C,Encombrants,14957.704
2015,76,Occitanie,12,Aveyron,07D,Déchets dangereux (y.c. DEEE),2160.447
2015,76,Occitanie,12,Aveyron,07E,Matériaux recyclables,37327.40754
2015,76,Occitanie,12,Aveyron,07F,Déchets verts et biodéchets,13957.24
2015,76,Occitanie,12,Aveyron,07Z,Autres,25.977
2015,76,Occitanie,30,Gard,07A,Ordures ménagères résiduelles,214672.93247
2015,76,Occitanie,30,Gard,07B,Déblais et gravats,86317.60055
2015,76,Occitanie,30,Gard,07C,Encombrants,45775.50225
2015,76,Occitanie,30,Gard,07D,Déchets dangereux (y.c. DEEE),4507.55092
2015,76,Occitanie,30,Gard,07E,Matériaux recyclables,91784.68768
2015,76,Occitanie,30,Gard,07F,Déchets verts et biodéchets,72694.30004
2015,76,Occitanie,30,Gard,07Z,Autres,13.26035
2015,76,Occitanie,31,Haute-Garonne,07A,Ordures ménagères résiduelles,347505.45216
2015,76,Occitanie,31,Haute-Garonne,07B,Déblais et gravats,51582.85507
2015,76,Occitanie,31,Haute-Garonne,07C,Encombrants,56045.62005
2015,76,Occitanie,31,Haute-Garonne,07D,Déchets dangereux (y.c. DEEE),5850.029
2015,76,Occitanie,31,Haute-Garonne,07E,Matériaux recyclables,127153.52254
2015,76,Occitanie,31,Haute-Garonne,07F,Déchets verts et biodéchets,99306.67099
2015,76,Occitanie,31,Haute-Garonne,07Z,Autres,917.37062
2015,76,Occitanie,32,Gers,07A,Ordures ménagères résiduelles,46411.17615
2015,76,Occitanie,32,Gers,07B,Déblais et gravats,11491.09699
2015,76,Occitanie,32,Gers,07C,Encombrants,10095.54898
2015,76,Occitanie,32,Gers,07D,Déchets dangereux (y.c. DEEE),2065.30969
2015,76,Occitanie,32,Gers,07E,Matériaux recyclables,23557.35374
2015,76,Occitanie,32,Gers,07F,Déchets verts et biodéchets,11403.56225
2015,76,Occitanie,32,Gers,07Z,Autres,15.34132
2015,76,Occitanie,34,Hérault,07A,Ordures ménagères résiduelles,347493.57988
2015,76,Occitanie,34,Hérault,07B,Déblais et gravats,98859.55277
2015,76,Occitanie,34,Hérault,07C,Encombrants,80956.9917
2015,76,Occitanie,34,Hérault,07D,Déchets dangereux (y.c. DEEE),4958.97579
2015,76,Occitanie,34,Hérault,07E,Matériaux recyclables,138198.72586
2015,76,Occitanie,34,Hérault,07F,Déchets verts et biodéchets,93439.57212
2015,76,Occitanie,34,Hérault,07Z,Autres,22.16639
2015,76,Occitanie,46,Lot,07A,Ordures ménagères résiduelles,40294.34444
2015,76,Occitanie,46,Lot,07B,Déblais et gravats,13542.71953
2015,76,Occitanie,46,Lot,07C,Encombrants,11951.42477
2015,76,Occitanie,46,Lot,07D,Déchets dangereux (y.c. DEEE),2257.08291
2015,76,Occitanie,46,Lot,07E,Matériaux recyclables,29237.7062
2015,76,Occitanie,46,Lot,07F,Déchets verts et biodéchets,14196.52186
2015,76,Occitanie,46,Lot,07Z,Autres,20.35841
2015,76,Occitanie,48,Lozère,07A,Ordures ménagères résiduelles,20786.37465
2015,76,Occitanie,48,Lozère,07B,Déblais et gravats,559.00012
2015,76,Occitanie,48,Lozère,07C,Encombrants,4783.10848
2015,76,Occitanie,48,Lozère,07D,Déchets dangereux (y.c. DEEE),878.43422
2015,76,Occitanie,48,Lozère,07E,Matériaux recyclables,11267.08119
2015,76,Occitanie,48,Lozère,07F,Déchets verts et biodéchets,2214.63339
2015,76,Occitanie,48,Lozère,07Z,Autres,6.55887
2015,76,Occitanie,65,Hautes-Pyrénées,07A,Ordures ménagères résiduelles,65117.58661
2015,76,Occitanie,65,Hautes-Pyrénées,07B,Déblais et gravats,13851.79785
2015,76,Occitanie,65,Hautes-Pyrénées,07C,Encombrants,14069.52822
2015,76,Occitanie,65,Hautes-Pyrénées,07D,Déchets dangereux (y.c. DEEE),1535.13262
2015,76,Occitanie,65,Hautes-Pyrénées,07E,Matériaux recyclables,28228.74996
2015,76,Occitanie,65,Hautes-Pyrénées,07F,Déchets verts et biodéchets,21658.33251
2015,76,Occitanie,65,Hautes-Pyrénées,07Z,Autres,18.85193
2015,76,Occitanie,66,Pyrénées-Orientales,07A,Ordures ménagères résiduelles,156852.56119
2015,76,Occitanie,66,Pyrénées-Orientales,07B,Déblais et gravats,30474.13
2015,76,Occitanie,66,Pyrénées-Orientales,07C,Encombrants,37997.35451
2015,76,Occitanie,66,Pyrénées-Orientales,07D,Déchets dangereux (y.c. DEEE),1884.486
2015,76,Occitanie,66,Pyrénées-Orientales,07E,Matériaux recyclables,61187.72996
2015,76,Occitanie,66,Pyrénées-Orientales,07F,Déchets verts et biodéchets,38838.5881
2015,76,Occitanie,66,Pyrénées-Orientales,07Z,Autres,12.16999
2015,76,Occitanie,81,Tarn,07A,Ordures ménagères résiduelles,94668.79431
2015,76,Occitanie,81,Tarn,07B,Déblais et gravats,24555.94098
2015,76,Occitanie,81,Tarn,07C,Encombrants,19366.02727
2015,76,Occitanie,81,Tarn,07D,Déchets dangereux (y.c. DEEE),4276.32808
2015,76,Occitanie,81,Tarn,07E,Matériaux recyclables,51167.81824
2015,76,Occitanie,81,Tarn,07F,Déchets verts et biodéchets,25151.15838
2015,76,Occitanie,81,Tarn,07Z,Autres,19.56336
2015,76,Occitanie,82,Tarn-et-Garonne,07A,Ordures ménagères résiduelles,62831.01055
2015,76,Occitanie,82,Tarn-et-Garonne,07B,Déblais et gravats,20570.26369
2015,76,Occitanie,82,Tarn-et-Garonne,07C,Encombrants,17119.78438
2015,76,Occitanie,82,Tarn-et-Garonne,07D,Déchets dangereux (y.c. DEEE),2664.83332
2015,76,Occitanie,82,Tarn-et-Garonne,07E,Matériaux recyclables,28586.17495
2015,76,Occitanie,82,Tarn-et-Garonne,07F,Déchets verts et biodéchets,18276.58148
2015,76,Occitanie,82,Tarn-et-Garonne,07Z,Autres,11.10726
2015,93,PACA,04,Alpes-de-Haute-Provence,07A,Ordures ménagères résiduelles,59452.2013
2015,93,PACA,04,Alpes-de-Haute-Provence,07B,Déblais et gravats,26053.81957
2015,93,PACA,04,Alpes-de-Haute-Provence,07C,Encombrants,10270.36205
2015,93,PACA,04,Alpes-de-Haute-Provence,07D,Déchets dangereux (y.c. DEEE),1646.38153
2015,93,PACA,04,Alpes-de-Haute-Provence,07E,Matériaux recyclables,18656.44819
2015,93,PACA,04,Alpes-de-Haute-Provence,07F,Déchets verts et biodéchets,13199.4398
2015,93,PACA,05,Hautes-Alpes,07A,Ordures ménagères résiduelles,46329.95683
2015,93,PACA,05,Hautes-Alpes,07B,Déblais et gravats,9017.1713
2015,93,PACA,05,Hautes-Alpes,07C,Encombrants,9765.30848
2015,93,PACA,05,Hautes-Alpes,07D,Déchets dangereux (y.c. DEEE),1816.64878
2015,93,PACA,05,Hautes-Alpes,07E,Matériaux recyclables,23818.36165
2015,93,PACA,05,Hautes-Alpes,07F,Déchets verts et biodéchets,8538.95464
2015,93,PACA,05,Hautes-Alpes,07Z,Autres,574.135
2015,93,PACA,06,Alpes-Maritimes,07A,Ordures ménagères résiduelles,452008.04
2015,93,PACA,06,Alpes-Maritimes,07B,Déblais et gravats,75148.09
2015,93,PACA,06,Alpes-Maritimes,07C,Encombrants,107016.27
2015,93,PACA,06,Alpes-Maritimes,07D,Déchets dangereux (y.c. DEEE),4414.45
2015,93,PACA,06,Alpes-Maritimes,07E,Matériaux recyclables,97125.12299
2015,93,PACA,06,Alpes-Maritimes,07F,Déchets verts et biodéchets,78384.86
2015,93,PACA,06,Alpes-Maritimes,07Z,Autres,16276
2015,93,PACA,13,Bouches-du-Rhône,07A,Ordures ménagères résiduelles,760504.60332
2015,93,PACA,13,Bouches-du-Rhône,07B,Déblais et gravats,160398.01185
2015,93,PACA,13,Bouches-du-Rhône,07C,Encombrants,108299.86385
2015,93,PACA,13,Bouches-du-Rhône,07D,Déchets dangereux (y.c. DEEE),7697.61864
2015,93,PACA,13,Bouches-du-Rhône,07E,Matériaux recyclables,142152.74053
2015,93,PACA,13,Bouches-du-Rhône,07F,Déchets verts et biodéchets,102707.92661
2015,93,PACA,13,Bouches-du-Rhône,07Z,Autres,10.23353
2015,93,PACA,83,Var,07A,Ordures ménagères résiduelles,454035.1132
2015,93,PACA,83,Var,07B,Déblais et gravats,65750.26974
2015,93,PACA,83,Var,07C,Encombrants,90716.95376
2015,93,PACA,83,Var,07D,Déchets dangereux (y.c. DEEE),5188.03945
2015,93,PACA,83,Var,07E,Matériaux recyclables,100397.2857
2015,93,PACA,83,Var,07F,Déchets verts et biodéchets,101844.28627
2015,93,PACA,83,Var,07Z,Autres,35.655
2015,93,PACA,84,Vaucluse,07A,Ordures ménagères résiduelles,190281.87618
2015,93,PACA,84,Vaucluse,07B,Déblais et gravats,41821.83401
2015,93,PACA,84,Vaucluse,07C,Encombrants,34925.32814
2015,93,PACA,84,Vaucluse,07D,Déchets dangereux (y.c. DEEE),3925.44536
2015,93,PACA,84,Vaucluse,07E,Matériaux recyclables,60495.39733
2015,93,PACA,84,Vaucluse,07F,Déchets verts et biodéchets,36123.21519
2015,93,PACA,84,Vaucluse,07Z,Autres,0.31047
2015,52,Pays de la Loire,44,Loire-Atlantique,07A,Ordures ménagères résiduelles,277004.56612
2015,52,Pays de la Loire,44,Loire-Atlantique,07B,Déblais et gravats,109182.38149
2015,52,Pays de la Loire,44,Loire-Atlantique,07C,Encombrants,85572.86068
2015,52,Pays de la Loire,44,Loire-Atlantique,07D,Déchets dangereux (y.c. DEEE),9322.49973
2015,52,Pays de la Loire,44,Loire-Atlantique,07E,Matériaux recyclables,174361.82678
2015,52,Pays de la Loire,44,Loire-Atlantique,07F,Déchets verts et biodéchets,143236.36239
2015,52,Pays de la Loire,44,Loire-Atlantique,07Z,Autres,32.81554
2015,52,Pays de la Loire,49,Maine-et-Loire,07A,Ordures ménagères résiduelles,130293.31949
2015,52,Pays de la Loire,49,Maine-et-Loire,07B,Déblais et gravats,63434.09316
2015,52,Pays de la Loire,49,Maine-et-Loire,07C,Encombrants,44526.24881
2015,52,Pays de la Loire,49,Maine-et-Loire,07D,Déchets dangereux (y.c. DEEE),7499.98575
2015,52,Pays de la Loire,49,Maine-et-Loire,07E,Matériaux recyclables,100168.19025
2015,52,Pays de la Loire,49,Maine-et-Loire,07F,Déchets verts et biodéchets,76855.81023
2015,52,Pays de la Loire,49,Maine-et-Loire,07Z,Autres,24.71257
2015,52,Pays de la Loire,53,Mayenne,07A,Ordures ménagères résiduelles,56134.77349
2015,52,Pays de la Loire,53,Mayenne,07B,Déblais et gravats,24465.22372
2015,52,Pays de la Loire,53,Mayenne,07C,Encombrants,18670.08838
2015,52,Pays de la Loire,53,Mayenne,07D,Déchets dangereux (y.c. DEEE),2807.70317
2015,52,Pays de la Loire,53,Mayenne,07E,Matériaux recyclables,36818.89343
2015,52,Pays de la Loire,53,Mayenne,07F,Déchets verts et biodéchets,38368.49174
2015,52,Pays de la Loire,53,Mayenne,07Z,Autres,10.49903
2015,52,Pays de la Loire,72,Sarthe,07A,Ordures ménagères résiduelles,104836.88149
2015,52,Pays de la Loire,72,Sarthe,07B,Déblais et gravats,25477.08078
2015,52,Pays de la Loire,72,Sarthe,07C,Encombrants,28877.83049
2015,52,Pays de la Loire,72,Sarthe,07D,Déchets dangereux (y.c. DEEE),3742.23848
2015,52,Pays de la Loire,72,Sarthe,07E,Matériaux recyclables,67393.36816
2015,52,Pays de la Loire,72,Sarthe,07F,Déchets verts et biodéchets,46762.75724
2015,52,Pays de la Loire,72,Sarthe,07Z,Autres,1093.41617
2015,52,Pays de la Loire,85,Vendée,07A,Ordures ménagères résiduelles,128550.64
2015,52,Pays de la Loire,85,Vendée,07B,Déblais et gravats,68908.39236
2015,52,Pays de la Loire,85,Vendée,07C,Encombrants,40716.70619
2015,52,Pays de la Loire,85,Vendée,07D,Déchets dangereux (y.c. DEEE),6533.95385
2015,52,Pays de la Loire,85,Vendée,07E,Matériaux recyclables,109676.26705
2015,52,Pays de la Loire,85,Vendée,07F,Déchets verts et biodéchets,98555.23798
2015,52,Pays de la Loire,85,Vendée,07Z,Autres,784.706
2017,84,Auvergne-Rhône-Alpes,01,Ain,07A,Ordures ménagères résiduelles,120762.53598
2017,84,Auvergne-Rhône-Alpes,01,Ain,07B,Déblais et gravats,38816.66981
2017,84,Auvergne-Rhône-Alpes,01,Ain,07C,Encombrants,35796.36563
2017,84,Auvergne-Rhône-Alpes,01,Ain,07D,Déchets dangereux (y.c. DEEE),7480.29489
2017,84,Auvergne-Rhône-Alpes,01,Ain,07E,Matériaux recyclables,86622.86568
2017,84,Auvergne-Rhône-Alpes,01,Ain,07F,Déchets verts et biodéchets,44931.31815
2017,84,Auvergne-Rhône-Alpes,01,Ain,07Z,Autres,48.51208
2017,84,Auvergne-Rhône-Alpes,03,Allier,07A,Ordures ménagères résiduelles,87596.2617
2017,84,Auvergne-Rhône-Alpes,03,Allier,07B,Déblais et gravats,16978.98498
2017,84,Auvergne-Rhône-Alpes,03,Allier,07C,Encombrants,19150.00027
2017,84,Auvergne-Rhône-Alpes,03,Allier,07D,Déchets dangereux (y.c. DEEE),3962.30894
2017,84,Auvergne-Rhône-Alpes,03,Allier,07E,Matériaux recyclables,45193.90618
2017,84,Auvergne-Rhône-Alpes,03,Allier,07F,Déchets verts et biodéchets,29320.85892
2017,84,Auvergne-Rhône-Alpes,03,Allier,07Z,Autres,11.01373
2017,84,Auvergne-Rhône-Alpes,07,Ardèche,07A,Ordures ménagères résiduelles,78693.92815
2017,84,Auvergne-Rhône-Alpes,07,Ardèche,07B,Déblais et gravats,22058.60031
2017,84,Auvergne-Rhône-Alpes,07,Ardèche,07C,Encombrants,22620.86418
2017,84,Auvergne-Rhône-Alpes,07,Ardèche,07D,Déchets dangereux (y.c. DEEE),3418.54034
2017,84,Auvergne-Rhône-Alpes,07,Ardèche,07E,Matériaux recyclables,44162.13522
2017,84,Auvergne-Rhône-Alpes,07,Ardèche,07F,Déchets verts et biodéchets,20822.15884
2017,84,Auvergne-Rhône-Alpes,07,Ardèche,07Z,Autres,102.1525
2017,84,Auvergne-Rhône-Alpes,15,Cantal,07A,Ordures ménagères résiduelles,35744.36215
2017,84,Auvergne-Rhône-Alpes,15,Cantal,07B,Déblais et gravats,7485.95478
2017,84,Auvergne-Rhône-Alpes,15,Cantal,07C,Encombrants,7236.87535
2017,84,Auvergne-Rhône-Alpes,15,Cantal,07D,Déchets dangereux (y.c. DEEE),1255.4101
2017,84,Auvergne-Rhône-Alpes,15,Cantal,07E,Matériaux recyclables,20393.81443
2017,84,Auvergne-Rhône-Alpes,15,Cantal,07F,Déchets verts et biodéchets,10186.31015
2017,84,Auvergne-Rhône-Alpes,15,Cantal,07Z,Autres,9.68721
2017,84,Auvergne-Rhône-Alpes,26,Drôme,07A,Ordures ménagères résiduelles,126174.10256
2017,84,Auvergne-Rhône-Alpes,26,Drôme,07B,Déblais et gravats,40152.41031
2017,84,Auvergne-Rhône-Alpes,26,Drôme,07C,Encombrants,36434.0268
2017,84,Auvergne-Rhône-Alpes,26,Drôme,07D,Déchets dangereux (y.c. DEEE),4668.54248
2017,84,Auvergne-Rhône-Alpes,26,Drôme,07E,Matériaux recyclables,62802.55218
2017,84,Auvergne-Rhône-Alpes,26,Drôme,07F,Déchets verts et biodéchets,32779.15882
2017,84,Auvergne-Rhône-Alpes,26,Drôme,07Z,Autres,24.90161
2017,84,Auvergne-Rhône-Alpes,38,Isère,07A,Ordures ménagères résiduelles,270874.5361
2017,84,Auvergne-Rhône-Alpes,38,Isère,07B,Déblais et gravats,94083.17124
2017,84,Auvergne-Rhône-Alpes,38,Isère,07C,Encombrants,89302.10548
2017,84,Auvergne-Rhône-Alpes,38,Isère,07D,Déchets dangereux (y.c. DEEE),13599.39212
2017,84,Auvergne-Rhône-Alpes,38,Isère,07E,Matériaux recyclables,162311.90759
2017,84,Auvergne-Rhône-Alpes,38,Isère,07F,Déchets verts et biodéchets,94305.0993
2017,84,Auvergne-Rhône-Alpes,38,Isère,07Z,Autres,8993.72543
2017,84,Auvergne-Rhône-Alpes,42,Loire,07A,Ordures ménagères résiduelles,171271.27569
2017,84,Auvergne-Rhône-Alpes,42,Loire,07B,Déblais et gravats,36220.43883
2017,84,Auvergne-Rhône-Alpes,42,Loire,07C,Encombrants,43886.5328
2017,84,Auvergne-Rhône-Alpes,42,Loire,07D,Déchets dangereux (y.c. DEEE),6968.30507
2017,84,Auvergne-Rhône-Alpes,42,Loire,07E,Matériaux recyclables,89930.28387
2017,84,Auvergne-Rhône-Alpes,42,Loire,07F,Déchets verts et biodéchets,53571.82837
2017,84,Auvergne-Rhône-Alpes,42,Loire,07Z,Autres,21.32575
2017,84,Auvergne-Rhône-Alpes,43,Haute-Loire,07A,Ordures ménagères résiduelles,48463.40254
2017,84,Auvergne-Rhône-Alpes,43,Haute-Loire,07B,Déblais et gravats,12827.27666
2017,84,Auvergne-Rhône-Alpes,43,Haute-Loire,07C,Encombrants,11203.54983
2017,84,Auvergne-Rhône-Alpes,43,Haute-Loire,07D,Déchets dangereux (y.c. DEEE),2631.89198
